Epoch,train_sat_kb,test_sat_kb,train_accuracy,test_accuracy,test_sat_phi1,test_sat_phi2,test_sat_phi3
98,0.8337678909301758,0.8188198804855347,0.9625000357627869,0.9437500238418579,0.7652074098587036,0.3157745599746704,0.42826026678085327
99,0.8361790180206299,0.8209706544876099,0.9625000357627869,0.9437500238418579,0.7683706879615784,0.31048113107681274,0.4243074655532837
100,0.8385218381881714,0.8230437636375427,0.965624988079071,0.949999988079071,0.7713342308998108,0.3052435517311096,0.42027366161346436
101,0.8407915830612183,0.8250617384910583,0.96875,0.949999988079071,0.7740697860717773,0.30029457807540894,0.4164866805076599
102,0.84299635887146,0.82704758644104,0.96875,0.949999988079071,0.7766274213790894,0.2956635355949402,0.4127613306045532
103,0.8451300859451294,0.8290232419967651,0.96875,0.949999988079071,0.7790892124176025,0.291267454624176,0.40930235385894775
104,0.8472083806991577,0.8309779763221741,0.96875,0.949999988079071,0.7815497517585754,0.2870427370071411,0.40582185983657837
105,0.8492194414138794,0.8328737020492554,0.9703125357627869,0.949999988079071,0.7840138077735901,0.2831045389175415,0.4025646448135376
106,0.8511732816696167,0.8347349166870117,0.971875011920929,0.949999988079071,0.7864118218421936,0.2792680263519287,0.3992895483970642
107,0.8530634641647339,0.8365465402603149,0.9703125357627869,0.949999988079071,0.7886764407157898,0.2756056785583496,0.3962937593460083
108,0.8549008369445801,0.8383047580718994,0.9703125357627869,0.949999988079071,0.7908116579055786,0.2720981240272522,0.39329153299331665
109,0.8566738963127136,0.8399838209152222,0.9703125357627869,0.949999988079071,0.7928427457809448,0.26878219842910767,0.39046114683151245
110,0.8583928942680359,0.84159916639328,0.9703125357627869,0.9437500238418579,0.7948081493377686,0.26554012298583984,0.38753849267959595
111,0.8600525856018066,0.8431313633918762,0.9703125357627869,0.9437500238418579,0.7966764569282532,0.26248717308044434,0.38474929332733154
112,0.8616606593132019,0.8446038961410522,0.9703125357627869,0.9437500238418579,0.798454761505127,0.259530246257782,0.381902813911438
113,0.863213062286377,0.8460103273391724,0.971875011920929,0.949999988079071,0.8001197576522827,0.2567110061645508,0.3791953921318054
114,0.8647193312644958,0.8473644256591797,0.973437488079071,0.949999988079071,0.801689863204956,0.2539961338043213,0.37647777795791626
115,0.8661736249923706,0.8486523032188416,0.9750000238418579,0.949999988079071,0.803166389465332,0.25142765045166016,0.37390971183776855
116,0.8675838708877563,0.8498917818069458,0.9750000238418579,0.949999988079071,0.804594874382019,0.24892568588256836,0.371315062046051
117,0.8689473867416382,0.851064920425415,0.9750000238418579,0.949999988079071,0.805940568447113,0.24657320976257324,0.3688724637031555
118,0.8702691793441772,0.8521983623504639,0.9750000238418579,0.949999988079071,0.807237982749939,0.24427974224090576,0.36641842126846313
119,0.8715490102767944,0.8532747030258179,0.9750000238418579,0.949999988079071,0.8084469437599182,0.24212419986724854,0.3641168475151062
120,0.8727902173995972,0.8543099164962769,0.9750000238418579,0.949999988079071,0.8096038103103638,0.24003952741622925,0.3618243336677551
121,0.8739926218986511,0.8552917838096619,0.9781250357627869,0.949999988079071,0.8106932640075684,0.23806089162826538,0.3596404194831848
122,0.8751589059829712,0.8562361001968384,0.9781250357627869,0.949999988079071,0.8117457628250122,0.23612993955612183,0.35747402906417847
123,0.8762909173965454,0.85713130235672,0.9781250357627869,0.949999988079071,0.8127291798591614,0.2343018651008606,0.3553955554962158
124,0.8773889541625977,0.8579921722412109,0.9781250357627869,0.949999988079071,0.8136807680130005,0.2325116991996765,0.35334014892578125
125,0.8784564733505249,0.8588080406188965,0.9781250357627869,0.949999988079071,0.814570426940918,0.23080915212631226,0.35135453939437866
126,0.8794926404953003,0.8595899343490601,0.9781250357627869,0.949999988079071,0.8154225945472717,0.22915279865264893,0.3494035005569458
127,0.8805006742477417,0.860335648059845,0.9781250357627869,0.949999988079071,0.8162267208099365,0.2275591492652893,0.34750890731811523
128,0.8814809322357178,0.8610484600067139,0.9781250357627869,0.949999988079071,0.8169884085655212,0.2260218858718872,0.34566736221313477
129,0.8824355006217957,0.8617305159568787,0.9781250357627869,0.949999988079071,0.817712128162384,0.22453755140304565,0.3438740372657776
130,0.8833646774291992,0.8623819947242737,0.9781250357627869,0.949999988079071,0.8183996677398682,0.2231072187423706,0.34213799238204956
131,0.8842705488204956,0.8630062937736511,0.979687511920929,0.949999988079071,0.8190596103668213,0.22172248363494873,0.3404431939125061
132,0.8851534128189087,0.863601803779602,0.979687511920929,0.949999988079071,0.8196892738342285,0.22038990259170532,0.33880412578582764
133,0.8860146403312683,0.864173412322998,0.979687511920929,0.949999988079071,0.8202992677688599,0.21909499168395996,0.3372032046318054
134,0.8868552446365356,0.8647174835205078,0.979687511920929,0.949999988079071,0.8208802342414856,0.217851459980011,0.33565324544906616
135,0.8876757621765137,0.8652401566505432,0.979687511920929,0.949999988079071,0.8214450478553772,0.21663939952850342,0.3341439962387085
136,0.8884779810905457,0.8657383322715759,0.979687511920929,0.949999988079071,0.8219825029373169,0.21547317504882812,0.33267831802368164
137,0.8892614841461182,0.8662161827087402,0.979687511920929,0.949999988079071,0.8225032091140747,0.21433675289154053,0.33125513792037964
138,0.8900284171104431,0.8666731715202332,0.979687511920929,0.956250011920929,0.8230026364326477,0.21323788166046143,0.3298640251159668
139,0.8907781839370728,0.8671097755432129,0.979687511920929,0.956250011920929,0.8234851956367493,0.21217066049575806,0.3285179138183594
140,0.8915127515792847,0.8675290942192078,0.979687511920929,0.956250011920929,0.8239544630050659,0.21113234758377075,0.32719796895980835
141,0.892231822013855,0.8679283857345581,0.979687511920929,0.956250011920929,0.8244055509567261,0.21013015508651733,0.3259197473526001
142,0.8929363489151001,0.8683135509490967,0.979687511920929,0.956250011920929,0.8248488306999207,0.20914733409881592,0.3246685266494751
143,0.893627405166626,0.8686802387237549,0.979687511920929,0.956250011920929,0.8252713680267334,0.20820242166519165,0.32345229387283325
144,0.8943045139312744,0.8690342307090759,0.979687511920929,0.956250011920929,0.8256865739822388,0.20727360248565674,0.3222692608833313
145,0.8949697017669678,0.8693735599517822,0.979687511920929,0.956250011920929,0.8260856866836548,0.20637542009353638,0.3211076855659485
146,0.8956218957901001,0.8696991205215454,0.979687511920929,0.956250011920929,0.8264738321304321,0.20549708604812622,0.31998568773269653
147,0.8962633013725281,0.8700122237205505,0.979687511920929,0.956250011920929,0.8268492221832275,0.20464366674423218,0.31887710094451904
148,0.8968924283981323,0.8703111410140991,0.979687511920929,0.956250011920929,0.8272128105163574,0.20381325483322144,0.3178073763847351
149,0.8975114822387695,0.8705995678901672,0.981249988079071,0.956250011920929,0.8275699615478516,0.20300066471099854,0.31675225496292114
150,0.8981196284294128,0.8708745837211609,0.981249988079071,0.9625000357627869,0.8279152512550354,0.2022145390510559,0.3157270550727844
151,0.8987178206443787,0.8711405396461487,0.981249988079071,0.9625000357627869,0.8282588124275208,0.20143991708755493,0.31472641229629517
152,0.8993067741394043,0.8713948130607605,0.981249988079071,0.9625000357627869,0.8285907506942749,0.20069360733032227,0.31374049186706543
153,0.8998856544494629,0.8716402053833008,0.981249988079071,0.9625000357627869,0.8289215564727783,0.19995635747909546,0.3127940893173218
154,0.9004569053649902,0.871877133846283,0.981249988079071,0.9625000357627869,0.829243540763855,0.1992436647415161,0.3118470311164856
155,0.9010179042816162,0.8721035122871399,0.981249988079071,0.9625000357627869,0.8295611143112183,0.19854390621185303,0.31094861030578613
156,0.9015727043151855,0.8723244667053223,0.981249988079071,0.9625000357627869,0.8298750519752502,0.19786012172698975,0.3100440502166748
157,0.9021174907684326,0.872533917427063,0.981249988079071,0.9625000357627869,0.8301803469657898,0.19719552993774414,0.3091821074485779
158,0.9026562571525574,0.8727388978004456,0.981249988079071,0.9625000357627869,0.830485463142395,0.1965388059616089,0.3083258867263794
159,0.9031867384910583,0.8729341626167297,0.981249988079071,0.9625000357627869,0.8307808637619019,0.19590479135513306,0.3074895739555359
160,0.903710126876831,0.8731231689453125,0.981249988079071,0.9625000357627869,0.8310751914978027,0.19527554512023926,0.30668485164642334
161,0.904227614402771,0.8733062744140625,0.9828125238418579,0.96875,0.831360399723053,0.19466805458068848,0.3058696985244751
162,0.9047365188598633,0.8734805583953857,0.9828125238418579,0.96875,0.8316417336463928,0.19406652450561523,0.3051103949546814
163,0.9052417278289795,0.8736522793769836,0.9828125238418579,0.96875,0.8319172859191895,0.19348233938217163,0.3043212890625
164,0.9057374000549316,0.8738138675689697,0.9828125238418579,0.96875,0.8321869373321533,0.19290733337402344,0.303594172000885
165,0.9062306880950928,0.8739739656448364,0.9828125238418579,0.96875,0.8324536681175232,0.19234448671340942,0.3028414845466614
166,0.9067146182060242,0.8741251826286316,0.9828125238418579,0.96875,0.8327146768569946,0.19179373979568481,0.302131712436676
167,0.9071958065032959,0.8742728233337402,0.9828125238418579,0.96875,0.8329731822013855,0.1912524700164795,0.3014252185821533
168,0.9076695442199707,0.8744157552719116,0.984375,0.96875,0.8332287073135376,0.19072282314300537,0.300723671913147
169,0.9081388711929321,0.8745511770248413,0.984375,0.96875,0.8334797024726868,0.19020265340805054,0.3000638484954834
170,0.9086034297943115,0.8746861219406128,0.9859375357627869,0.96875,0.8337302803993225,0.1896929144859314,0.29937273263931274
171,0.9090613126754761,0.8748114109039307,0.9859375357627869,0.96875,0.8339760899543762,0.1891918182373047,0.29874855279922485
172,0.909517228603363,0.8749377131462097,0.9859375357627869,0.96875,0.8342217206954956,0.18870145082473755,0.2980790138244629
173,0.9099646806716919,0.8750556707382202,0.9859375357627869,0.96875,0.8344638347625732,0.18821680545806885,0.29747456312179565
174,0.910412073135376,0.875171959400177,0.987500011920929,0.96875,0.8347026109695435,0.18774640560150146,0.29683923721313477
175,0.9108502864837646,0.8752843141555786,0.987500011920929,0.96875,0.8349413275718689,0.1872769594192505,0.296241819858551
176,0.9112886190414429,0.8753913640975952,0.987500011920929,0.96875,0.835173487663269,0.1868242621421814,0.29564523696899414
177,0.911719024181366,0.8754982948303223,0.987500011920929,0.96875,0.8354077339172363,0.18637049198150635,0.2950515151023865
178,0.9121479988098145,0.8755971789360046,0.987500011920929,0.96875,0.8356336951255798,0.18593335151672363,0.2944906949996948
179,0.9125716686248779,0.8756985068321228,0.987500011920929,0.96875,0.835862398147583,0.1854955554008484,0.2939046025276184
180,0.9129915237426758,0.8757909536361694,0.987500011920929,0.96875,0.8360828161239624,0.1850718855857849,0.2933698892593384
181,0.9134087562561035,0.8758856058120728,0.987500011920929,0.96875,0.8363049030303955,0.18465083837509155,0.2928004860877991
182,0.9138202667236328,0.8759737610816956,0.987500011920929,0.96875,0.8365216851234436,0.18423765897750854,0.2922799587249756
183,0.91423100233078,0.876060962677002,0.987500011920929,0.9750000238418579,0.8367366194725037,0.18383359909057617,0.2917354106903076
184,0.9146350622177124,0.8761457204818726,0.987500011920929,0.9750000238418579,0.8369502425193787,0.18343037366867065,0.29122108221054077
185,0.9150390625,0.8762261271476746,0.987500011920929,0.9750000238418579,0.8371584415435791,0.18304193019866943,0.29070425033569336
186,0.9154366254806519,0.876307487487793,0.989062488079071,0.9750000238418579,0.8373686671257019,0.18264931440353394,0.29019516706466675
187,0.9158334732055664,0.8763821125030518,0.989062488079071,0.9750000238418579,0.8375720977783203,0.18227320909500122,0.28970175981521606
188,0.9162251949310303,0.8764588832855225,0.989062488079071,0.9750000238418579,0.837777853012085,0.18189328908920288,0.28920191526412964
189,0.9166152477264404,0.8765298128128052,0.989062488079071,0.9750000238418579,0.8379777669906616,0.18152666091918945,0.2887255549430847
190,0.9170016050338745,0.87660151720047,0.989062488079071,0.9750000238418579,0.8381781578063965,0.18116074800491333,0.28824031352996826
191,0.9173849821090698,0.876669704914093,0.989062488079071,0.9750000238418579,0.8383743762969971,0.1808023452758789,0.287775456905365
192,0.9177659749984741,0.8767365217208862,0.9906250238418579,0.9750000238418579,0.8385687470436096,0.18044936656951904,0.287306547164917
193,0.9181432723999023,0.8768020868301392,0.9906250238418579,0.9750000238418579,0.8387610912322998,0.18009918928146362,0.2868509292602539
194,0.9185189008712769,0.8768645524978638,0.9921875,0.9750000238418579,0.8389500975608826,0.17975765466690063,0.28639739751815796
195,0.9188907146453857,0.8769268989562988,0.9921875,0.9750000238418579,0.8391381502151489,0.1794169545173645,0.2859516143798828
196,0.9192609190940857,0.8769861459732056,0.9921875,0.9750000238418579,0.8393229842185974,0.17908459901809692,0.2855105996131897
197,0.9196276664733887,0.8770447969436646,0.9921875,0.9750000238418579,0.8395067453384399,0.17875367403030396,0.2850757837295532
198,0.9199925661087036,0.8771011233329773,0.9921875,0.9750000238418579,0.8396878838539124,0.17842984199523926,0.2846459746360779
199,0.9203543663024902,0.8771561980247498,0.9921875,0.9750000238418579,0.8398678302764893,0.17810851335525513,0.2842218279838562
